student_id,user_id,enrollment_year,total_courses_enrolled,courses_completed,courses_abandoned,avg_score_overall,score_trend,total_active_days,days_since_last_activity,avg_weekly_events,avg_session_gap_days,late_submission_rate,label_at_fault,label_dropout,refreshed_at
1462,10,2025,6,4,2,66.60,0.0386,52,0,3.38,2.57,0.1818,0,1,2026-05-01 12:44:16.788+00
1463,11,2022,9,6,3,52.57,,57,0,3.33,1.90,,1,1,2026-05-01 12:44:16.788+00
1464,12,2026,7,6,1,54.80,0.0156,1,0,227.00,0.00,0.0000,1,0,2026-05-01 12:44:16.788+00
1465,1,2023,9,5,4,42.08,,71,301,3.61,2.12,,1,1,2026-05-01 12:44:16.788+00
1466,2,2023,9,8,1,57.06,,90,0,2.84,2.45,,1,0,2026-05-01 12:44:16.788+00
1467,3,2022,9,6,3,52.56,,66,2,2.44,3.12,,1,1,2026-05-01 12:44:16.788+00
1468,4,2022,9,6,3,56.44,,76,125,3.28,2.52,,1,1,2026-05-01 12:44:16.788+00
1469,5,2026,6,4,2,61.57,0.0552,4,0,54.00,0.08,0.0000,1,1,2026-05-01 12:44:16.788+00
1470,6,2023,6,4,2,60.08,,51,24,4.86,1.54,,1,1,2026-05-01 12:44:16.788+00
1471,7,2023,6,5,1,63.56,0.0203,37,0,3.85,1.76,0.0000,1,0,2026-05-01 12:44:16.788+00
1472,8,2023,9,3,6,56.85,-0.0190,62,0,4.63,1.64,0.0000,1,1,2026-05-01 12:44:16.788+00
1473,9,2023,6,4,2,49.27,,57,348,2.00,3.61,0.0000,1,1,2026-05-01 12:44:16.788+00
1474,10,2024,9,7,2,56.72,,79,121,4.06,2.82,,1,0,2026-05-01 12:44:16.788+00
1475,11,2024,6,5,1,66.41,0.0343,48,0,3.23,2.58,0.0000,0,0,2026-05-01 12:44:16.788+00
1476,12,2025,6,5,1,56.83,,46,0,3.43,2.58,0.0000,1,0,2026-05-01 12:44:16.788+00
1477,1,2022,10,8,2,38.23,0.0101,73,0,3.66,2.15,,1,0,2026-05-01 12:44:16.788+00
1478,2,2023,8,6,2,45.76,,69,91,2.56,3.02,,1,0,2026-05-01 12:44:16.788+00
1479,3,2024,5,2,3,39.40,,42,0,4.84,1.95,,1,1,2026-05-01 12:44:16.788+00
1480,4,2023,7,6,1,61.42,-0.0445,58,0,2.97,2.36,0.0000,1,0,2026-05-01 12:44:16.788+00
1481,5,2023,9,5,4,61.45,,88,24,2.17,2.92,0.0000,1,1,2026-05-01 12:44:16.788+00
1482,6,2024,7,6,1,55.98,,52,53,2.43,2.94,,1,0,2026-05-01 12:44:16.788+00
1483,7,2026,5,4,1,67.40,-0.0245,4,0,58.00,0.06,0.0000,0,0,2026-05-01 12:44:16.788+00
1484,8,2022,8,7,1,52.70,0.0163,66,0,3.82,1.79,0.0000,1,0,2026-05-01 12:44:16.788+00
1485,9,2024,8,8,0,62.15,,67,4,2.66,4.02,0.0000,0,0,2026-05-01 12:44:16.788+00
1486,10,2023,8,5,3,66.47,,63,0,2.16,2.91,0.0000,0,1,2026-05-01 12:44:16.788+00
1487,11,2024,6,5,1,67.36,-0.0051,42,0,3.85,1.81,0.0000,0,0,2026-05-01 12:44:16.788+00
1488,12,2023,6,5,1,61.57,,66,0,2.03,3.34,,1,0,2026-05-01 12:44:16.788+00
1489,1,2023,6,4,2,39.72,,52,225,2.91,2.29,,1,1,2026-05-01 12:44:16.788+00
1490,2,2023,8,4,4,47.26,,77,89,2.74,2.59,,1,1,2026-05-01 12:44:16.788+00
1491,3,2023,7,3,4,53.07,,49,0,4.45,1.59,,1,1,2026-05-01 12:44:16.788+00
1492,4,2025,6,5,1,59.38,,43,0,2.27,4.70,0.0000,1,0,2026-05-01 12:44:16.788+00
1493,5,2022,11,9,2,58.33,,92,0,1.76,4.53,,1,0,2026-05-01 12:44:16.788+00
1494,6,2024,7,5,2,60.05,,59,52,2.24,2.90,,1,0,2026-05-01 12:44:16.788+00
1495,7,2026,3,3,0,68.53,-0.0027,1,0,80.00,0.01,0.0000,0,0,2026-05-01 12:44:16.788+00
1496,8,2022,9,9,0,68.97,0.0439,63,0,2.31,3.84,0.0000,0,0,2026-05-01 12:44:16.788+00
1497,9,2026,3,3,0,53.77,-0.0592,2,0,43.00,0.02,0.0000,1,0,2026-05-01 12:44:16.788+00
1498,10,2025,7,4,3,73.07,0.0436,45,0,4.19,2.26,0.0000,0,1,2026-05-01 12:44:16.788+00
1499,11,2026,5,3,2,65.83,0.0562,2,0,45.50,0.09,0.0000,0,1,2026-05-01 12:44:16.788+00
1500,12,2024,5,3,2,41.44,,38,0,2.84,2.48,,1,1,2026-05-01 12:44:16.788+00
1501,1,2022,8,6,2,73.14,,58,0,2.42,3.20,,0,0,2026-05-01 12:44:16.788+00
1502,2,2026,5,4,1,56.09,0.0071,2,0,48.00,0.02,0.0000,1,0,2026-05-01 12:44:16.788+00
1503,3,2026,4,3,1,61.48,-0.0006,1,0,84.00,0.00,0.0000,1,0,2026-05-01 12:44:16.788+00
1504,4,2026,3,2,1,51.12,0.0174,2,0,37.00,0.02,0.0000,1,1,2026-05-01 12:44:16.788+00
1505,5,2022,9,7,2,63.04,,77,227,2.77,4.13,,0,0,2026-05-01 12:44:16.788+00
1506,6,2026,4,3,1,51.71,0.0410,2,0,71.00,0.02,0.0000,1,0,2026-05-01 12:44:16.788+00
1507,7,2026,6,6,0,70.94,-0.0273,4,0,53.50,0.08,0.0000,0,0,2026-05-01 12:44:16.788+00
1508,8,2022,11,9,2,63.85,-0.0252,75,0,5.71,1.12,0.0000,0,0,2026-05-01 12:44:16.788+00
1509,9,2025,5,4,1,60.42,0.0329,33,0,3.58,2.39,0.0000,1,0,2026-05-01 12:44:16.788+00
1510,10,2025,7,6,1,60.07,-0.0086,51,0,2.45,3.26,0.1000,1,0,2026-05-01 12:44:16.788+00
1511,11,2025,6,6,0,71.24,,45,0,2.15,4.16,0.0000,0,0,2026-05-01 12:44:16.788+00
1512,12,2025,8,8,0,69.92,-0.0434,52,0,5.14,2.48,0.0000,0,0,2026-05-01 12:44:16.788+00
1513,1,2026,3,2,1,57.85,,1,0,29.00,0.00,0.0000,1,1,2026-05-01 12:44:16.788+00
1514,2,2023,6,3,3,49.15,,41,0,3.96,1.63,0.0000,1,1,2026-05-01 12:44:16.788+00
1515,3,2026,5,3,2,65.39,0.0116,2,0,45.50,0.08,0.0000,0,1,2026-05-01 12:44:16.788+00
1516,4,2026,7,7,0,59.33,-0.0220,4,0,91.00,0.05,0.0000,1,0,2026-05-01 12:44:16.788+00
1517,5,2025,7,6,1,54.75,,49,0,3.55,3.79,0.0000,1,0,2026-05-01 12:44:16.788+00
1518,6,2024,8,4,4,44.97,0.0172,53,0,4.94,1.46,0.0000,1,1,2026-05-01 12:44:16.788+00
1519,7,2026,6,4,2,68.48,0.0325,2,0,40.00,0.07,0.0000,0,1,2026-05-01 12:44:16.788+00
1520,8,2026,5,3,2,51.48,-0.0601,2,0,45.00,0.05,0.0000,1,1,2026-05-01 12:44:16.788+00
1521,9,2025,4,3,1,48.15,,33,0,1.91,3.14,0.2857,1,0,2026-05-01 12:44:16.788+00
1522,10,2024,7,6,1,54.24,,48,0,3.79,2.14,,1,0,2026-05-01 12:44:16.788+00
1523,11,2023,10,7,3,53.63,-0.0038,68,0,5.11,1.39,0.0000,1,1,2026-05-01 12:44:16.788+00
1524,12,2026,5,4,1,52.85,-0.0035,2,0,98.00,0.01,0.0000,1,0,2026-05-01 12:44:16.788+00
1525,1,2026,5,3,2,69.43,-0.0720,3,0,31.50,0.08,0.0000,0,1,2026-05-01 12:44:16.788+00
1526,2,2022,8,8,0,50.48,,71,35,1.70,4.37,,1,0,2026-05-01 12:44:16.788+00
1527,3,2022,10,8,2,60.25,,87,242,3.63,2.34,,1,0,2026-05-01 12:44:16.788+00
1528,4,2024,6,5,1,53.23,,45,0,2.26,2.96,0.0000,1,0,2026-05-01 12:44:16.788+00
1529,5,2025,5,3,2,51.88,,36,0,3.33,3.68,0.3333,1,1,2026-05-01 12:44:16.788+00
1530,6,2023,9,7,2,44.97,,95,0,2.58,2.43,,1,0,2026-05-01 12:44:16.788+00
1531,7,2026,3,2,1,59.45,,1,0,32.00,0.00,0.0000,1,1,2026-05-01 12:44:16.788+00
1532,8,2026,4,3,1,60.40,-0.0291,3,0,24.00,0.07,0.0000,1,0,2026-05-01 12:44:16.788+00
1533,9,2026,5,3,2,56.20,,1,0,47.00,0.01,0.0000,1,1,2026-05-01 12:44:16.788+00
1534,10,2025,4,4,0,60.72,-0.0328,18,0,10.50,0.83,0.0000,1,0,2026-05-01 12:44:16.788+00
1535,11,2024,4,3,1,,,25,50,1.23,6.35,,0,0,2026-05-01 12:44:16.788+00
1536,12,2025,7,4,3,66.08,,44,0,3.74,2.41,0.0000,0,1,2026-05-01 12:44:16.788+00
1537,1,2022,9,8,1,48.40,,77,2,1.54,4.53,,1,0,2026-05-01 12:44:16.788+00
1538,2,2023,7,7,0,58.47,,69,0,1.90,3.60,,1,0,2026-05-01 12:44:16.788+00
1539,3,2024,7,4,3,50.37,,41,0,2.26,3.88,0.0000,1,1,2026-05-01 12:44:16.788+00
1540,4,2023,7,4,3,51.83,,58,107,1.54,4.36,,1,1,2026-05-01 12:44:16.788+00
1541,5,2025,4,3,1,56.98,,25,0,2.40,3.73,,1,0,2026-05-01 12:44:16.788+00
1542,6,2022,7,5,2,50.37,,50,0,3.29,2.08,,1,0,2026-05-01 12:44:16.788+00
1543,7,2025,6,4,2,58.25,-0.0425,52,0,2.89,3.29,0.0000,1,1,2026-05-01 12:44:16.788+00
1544,8,2022,9,8,1,72.07,0.0271,79,0,3.42,1.84,0.0000,0,0,2026-05-01 12:44:16.788+00
1545,9,2024,5,4,1,63.89,0.0219,30,0,5.76,1.20,0.0000,0,0,2026-05-01 12:44:16.788+00
1546,10,2026,6,4,2,63.05,0.0593,2,0,85.00,0.02,0.0000,1,1,2026-05-01 12:44:16.788+00
1547,11,2026,5,3,2,53.32,-0.0577,2,0,65.00,0.05,0.0000,1,1,2026-05-01 12:44:16.788+00
1548,12,2026,5,3,2,51.87,-0.0420,2,0,83.00,0.02,0.0000,1,1,2026-05-01 12:44:16.788+00
1549,1,2023,7,6,1,66.71,,56,310,1.93,4.93,,0,0,2026-05-01 12:44:16.788+00
1550,2,2025,5,3,2,47.21,-0.0163,44,0,3.33,2.50,0.0000,1,1,2026-05-01 12:44:16.788+00
1551,3,2026,6,4,2,76.28,0.0203,5,0,50.00,0.11,0.0000,0,1,2026-05-01 12:44:16.788+00
1552,4,2022,8,7,1,59.91,-0.0008,62,0,2.81,2.68,0.0000,1,0,2026-05-01 12:44:16.788+00
1553,5,2025,5,2,3,54.98,,33,3,5.31,1.74,,1,1,2026-05-01 12:44:16.788+00
1554,6,2023,9,4,5,53.67,,74,0,2.54,3.01,,1,1,2026-05-01 12:44:16.788+00
1555,7,2026,4,3,1,72.55,0.0200,4,0,47.50,0.08,0.0000,0,0,2026-05-01 12:44:16.788+00
1556,8,2026,4,2,2,66.32,0.0308,2,0,25.00,0.10,0.0000,0,1,2026-05-01 12:44:16.788+00
1557,9,2026,3,3,0,56.86,0.0286,2,0,22.00,0.10,0.0000,1,0,2026-05-01 12:44:16.788+00
1558,10,2023,10,7,3,56.83,,78,0,2.95,3.07,,1,1,2026-05-01 12:44:16.788+00
1559,11,2022,8,4,4,42.35,,61,171,3.18,2.58,,1,1,2026-05-01 12:44:16.788+00
1560,12,2024,8,6,2,63.99,,68,72,3.90,2.65,,0,0,2026-05-01 12:44:16.788+00
1561,1,2023,9,7,2,65.01,,84,0,2.73,2.51,0.0000,0,0,2026-05-01 12:44:16.788+00
1562,2,2022,8,6,2,66.91,-0.0295,77,0,4.26,1.72,0.0000,0,0,2026-05-01 12:44:16.788+00
1563,3,2022,10,10,0,68.49,,95,145,1.67,4.03,0.3333,0,0,2026-05-01 12:44:16.788+00
1564,4,2025,4,2,2,52.65,0.0094,39,25,3.25,2.44,0.3333,1,1,2026-05-01 12:44:16.788+00
1565,5,2023,10,8,2,61.83,,95,18,1.89,3.87,,1,0,2026-05-01 12:44:16.788+00
1566,6,2025,7,6,1,69.04,,65,0,3.04,3.50,0.0000,0,0,2026-05-01 12:44:16.788+00
1567,7,2022,10,8,2,55.49,-0.0420,101,0,3.42,1.90,0.0000,1,0,2026-05-01 12:44:16.788+00
1568,8,2024,7,7,0,62.95,-0.0082,44,0,6.18,1.47,0.0000,0,0,2026-05-01 12:44:16.788+00
1569,9,2025,6,4,2,52.57,0.0821,28,0,2.89,2.27,0.0833,1,1,2026-05-01 12:44:16.788+00
1570,10,2024,7,5,2,68.45,,56,55,2.22,3.57,,0,0,2026-05-01 12:44:16.788+00
1571,11,2026,3,3,0,46.72,0.1021,2,0,36.00,0.03,0.0000,1,0,2026-05-01 12:44:16.788+00
1572,12,2025,6,4,2,53.49,-0.0083,38,0,6.32,1.23,0.0000,1,1,2026-05-01 12:44:16.788+00
1573,1,2022,10,7,3,55.38,,82,6,3.53,2.30,,1,1,2026-05-01 12:44:16.788+00
1574,2,2022,8,5,3,68.69,,91,167,3.13,2.17,,0,1,2026-05-01 12:44:16.788+00
1575,3,2022,8,5,3,68.82,0.0320,81,0,4.92,1.56,0.0000,0,1,2026-05-01 12:44:16.788+00
1576,4,2024,6,6,0,66.93,,57,0,1.73,3.63,0.0000,0,0,2026-05-01 12:44:16.788+00
1577,5,2023,9,8,1,54.68,,87,47,2.30,3.55,,1,0,2026-05-01 12:44:16.788+00
1578,6,2023,8,4,4,45.66,,59,82,2.66,2.91,,1,1,2026-05-01 12:44:16.788+00
1579,7,2026,4,3,1,45.16,0.0101,1,0,45.00,0.00,0.0000,1,0,2026-05-01 12:44:16.788+00
1580,8,2022,8,7,1,63.53,,77,48,3.45,2.19,,0,0,2026-05-01 12:44:16.788+00
1581,9,2025,7,6,1,67.55,-0.0031,55,0,5.45,2.07,0.0000,0,0,2026-05-01 12:44:16.788+00
1582,10,2026,4,3,1,65.17,0.0154,1,0,84.00,0.01,0.0000,0,0,2026-05-01 12:44:16.788+00
1583,11,2023,8,6,2,82.17,,67,10,2.10,3.43,,0,0,2026-05-01 12:44:16.788+00
1584,12,2022,8,7,1,69.27,0.0250,58,0,4.60,1.34,0.0000,0,0,2026-05-01 12:44:16.788+00
1585,1,2023,9,6,3,63.26,,76,0,2.93,2.63,,0,1,2026-05-01 12:44:16.788+00
1586,2,2022,7,6,1,43.26,,71,36,2.03,3.48,,1,0,2026-05-01 12:44:16.788+00
1587,3,2025,5,4,1,52.41,0.0261,33,0,3.50,2.43,0.0000,1,0,2026-05-01 12:44:16.788+00
1588,4,2022,7,5,2,56.50,,57,0,1.55,4.54,,1,0,2026-05-01 12:44:16.788+00
1589,5,2022,10,8,2,52.31,,93,0,1.80,4.08,,1,0,2026-05-01 12:44:16.788+00
1590,6,2024,7,6,1,43.25,,56,74,2.25,4.34,,1,0,2026-05-01 12:44:16.788+00
1591,7,2024,7,4,3,50.31,,56,0,3.28,2.75,,1,1,2026-05-01 12:44:16.788+00
1592,8,2022,8,6,2,80.34,0.0277,73,0,5.86,1.02,0.0000,0,0,2026-05-01 12:44:16.788+00
1593,9,2022,7,6,1,61.32,,77,0,1.95,3.35,,1,0,2026-05-01 12:44:16.788+00
1594,10,2026,5,5,0,59.16,0.0136,2,0,41.00,0.05,0.0000,1,0,2026-05-01 12:44:16.788+00
1595,11,2026,4,4,0,71.28,-0.0457,2,0,41.00,0.03,0.0000,0,0,2026-05-01 12:44:16.788+00
1596,12,2025,4,3,1,67.84,0.0097,31,0,6.40,1.16,0.0000,0,0,2026-05-01 12:44:16.788+00
1597,1,2022,8,5,3,63.68,,55,362,2.19,3.93,,0,1,2026-05-01 12:44:16.788+00
1598,2,2022,11,11,0,51.61,,115,0,1.98,3.60,,1,0,2026-05-01 12:44:16.788+00
1599,3,2024,7,6,1,59.98,,61,89,2.09,3.74,0.2000,1,0,2026-05-01 12:44:16.788+00
1600,4,2026,3,0,3,68.61,,3,0,16.00,0.20,,0,1,2026-05-01 12:44:16.788+00
1601,5,2024,6,6,0,71.68,,55,0,1.82,4.06,,0,0,2026-05-01 12:44:16.788+00
1602,6,2026,5,5,0,53.75,-0.0165,2,0,70.50,0.02,0.0000,1,0,2026-05-01 12:44:16.788+00
1603,7,2024,8,7,1,65.96,0.0221,59,0,5.90,1.38,0.0000,0,0,2026-05-01 12:44:16.788+00
1604,8,2026,6,3,3,65.73,0.0181,5,0,39.00,0.16,0.0000,0,1,2026-05-01 12:44:16.788+00
1605,9,2025,6,3,3,57.43,,35,0,2.61,4.47,0.0000,1,1,2026-05-01 12:44:16.788+00
1606,10,2025,7,5,2,63.22,0.0283,49,0,3.04,3.07,0.0000,0,0,2026-05-01 12:44:16.788+00
1607,11,2026,6,4,2,72.59,-0.0205,2,0,153.00,0.01,0.0000,0,1,2026-05-01 12:44:16.788+00
1608,12,2024,8,8,0,58.96,,67,0,1.76,4.25,0.3333,1,0,2026-05-01 12:44:16.788+00
1609,1,2025,6,4,2,63.66,,42,0,2.79,4.10,0.0000,0,1,2026-05-01 12:44:16.788+00
1610,2,2023,8,6,2,57.02,0.0439,67,0,3.55,1.92,0.0000,1,0,2026-05-01 12:44:16.788+00
1611,3,2025,4,3,1,55.54,,24,0,1.79,3.41,0.0000,1,0,2026-05-01 12:44:16.788+00
1612,4,2024,7,6,1,40.89,0.1098,46,0,2.00,4.34,0.0000,1,0,2026-05-01 12:44:16.788+00
1613,5,2025,7,5,2,61.91,,56,0,3.24,3.44,0.0000,1,0,2026-05-01 12:44:16.788+00
1614,6,2025,5,3,2,74.72,,34,46,2.78,2.93,0.0000,0,1,2026-05-01 12:44:16.788+00
1615,7,2025,3,2,1,46.49,,26,0,2.14,3.94,0.0000,1,1,2026-05-01 12:44:16.788+00
1616,8,2023,9,6,3,54.75,0.0009,61,0,3.15,2.46,0.0000,1,1,2026-05-01 12:44:16.788+00
1617,9,2025,5,2,3,70.42,,32,0,3.57,3.24,0.0000,0,1,2026-05-01 12:44:16.788+00
1618,10,2022,8,7,1,60.62,,65,0,1.65,4.44,,1,0,2026-05-01 12:44:16.788+00
1619,11,2026,3,2,1,52.29,0.0372,2,0,22.00,0.13,0.0000,1,1,2026-05-01 12:44:16.788+00
1620,12,2022,11,10,1,50.55,0.0146,101,0,3.59,1.82,0.0000,1,0,2026-05-01 12:44:16.788+00
1621,1,2022,7,6,1,55.14,,67,0,2.61,2.49,,1,0,2026-05-01 12:44:16.788+00
1622,2,2026,3,0,3,,,1,0,29.00,0.00,,0,1,2026-05-01 12:44:16.788+00
1623,3,2026,5,4,1,73.26,0.0040,3,0,51.50,0.04,0.0000,0,0,2026-05-01 12:44:16.788+00
1624,4,2025,6,5,1,49.51,0.0406,43,0,3.65,1.78,0.0000,1,0,2026-05-01 12:44:16.788+00
1625,5,2024,7,6,1,46.97,,46,88,1.97,4.09,0.0000,1,0,2026-05-01 12:44:16.788+00
1626,6,2026,4,3,1,74.77,0.0034,3,0,41.00,0.04,0.0000,0,0,2026-05-01 12:44:16.788+00
1627,7,2022,10,6,4,43.90,,82,2,2.96,2.54,,1,1,2026-05-01 12:44:16.788+00
1628,8,2026,7,5,2,66.87,0.0221,2,0,151.00,0.01,0.0000,0,0,2026-05-01 12:44:16.788+00
1629,9,2023,8,6,2,67.67,,76,54,2.26,3.65,0.0000,0,0,2026-05-01 12:44:16.788+00
1630,10,2023,9,4,5,57.95,0.0429,75,0,4.83,1.65,0.0000,1,1,2026-05-01 12:44:16.788+00
1631,11,2024,7,7,0,47.25,,47,61,2.04,4.94,,1,0,2026-05-01 12:44:16.788+00
1632,12,2026,6,4,2,77.69,0.0116,1,0,134.00,0.00,0.0000,0,1,2026-05-01 12:44:16.788+00
1633,1,2022,7,5,2,45.32,,61,0,1.78,4.35,,1,0,2026-05-01 12:44:16.788+00
1634,2,2024,9,7,2,57.38,-0.0188,68,0,4.50,1.57,0.0000,1,0,2026-05-01 12:44:16.788+00
1635,3,2024,6,6,0,57.91,,58,0,2.03,3.78,0.0000,1,0,2026-05-01 12:44:16.788+00
1636,4,2024,4,2,2,46.46,-0.0568,24,0,5.15,1.59,0.0000,1,1,2026-05-01 12:44:16.788+00
1637,5,2026,5,3,2,57.91,0.0056,3,0,24.50,0.09,0.0000,1,1,2026-05-01 12:44:16.788+00
1638,6,2022,9,8,1,64.89,,59,0,2.50,3.19,,0,0,2026-05-01 12:44:16.788+00
1639,7,2022,9,6,3,53.88,,71,0,2.68,3.02,,1,1,2026-05-01 12:44:16.788+00
1640,8,2024,7,7,0,60.52,,52,0,2.36,4.70,0.0000,1,0,2026-05-01 12:44:16.788+00
1641,9,2023,9,6,3,41.92,,62,4,1.75,5.16,,1,1,2026-05-01 12:44:16.788+00
1642,10,2024,7,6,1,42.87,,57,0,2.50,2.61,,1,0,2026-05-01 12:44:16.788+00
1643,11,2026,7,7,0,65.61,-0.0085,3,0,76.50,0.02,0.0000,0,0,2026-05-01 12:44:16.788+00
1644,12,2026,6,4,2,67.06,0.0414,4,0,62.00,0.06,0.0000,0,1,2026-05-01 12:44:16.788+00
1645,1,2023,9,4,5,43.09,,74,0,4.37,1.43,,1,1,2026-05-01 12:44:16.788+00
1646,2,2022,7,6,1,43.65,,55,236,2.14,4.77,,1,0,2026-05-01 12:44:16.788+00
1647,3,2024,6,4,2,54.51,,61,0,3.23,1.99,0.0000,1,1,2026-05-01 12:44:16.788+00
1648,4,2026,4,4,0,60.30,-0.0301,4,0,41.00,0.11,0.0000,1,0,2026-05-01 12:44:16.788+00
1649,5,2024,6,5,1,54.15,,53,0,2.53,2.76,,1,0,2026-05-01 12:44:16.788+00
1650,6,2022,9,6,3,52.95,,79,0,1.62,4.21,,1,1,2026-05-01 12:44:16.788+00
1651,7,2025,7,6,1,60.42,-0.0012,45,0,5.13,1.42,0.0000,1,0,2026-05-01 12:44:16.788+00
1652,8,2026,4,3,1,65.39,-0.0648,2,0,98.00,0.01,0.0000,0,0,2026-05-01 12:44:16.788+00
1653,9,2025,5,3,2,48.57,,42,13,3.48,2.65,,1,1,2026-05-01 12:44:16.788+00
1654,10,2025,8,7,1,68.94,,71,0,2.83,3.69,0.0000,0,0,2026-05-01 12:44:16.788+00
1655,11,2026,6,2,4,55.36,,3,0,24.50,0.14,0.0000,1,1,2026-05-01 12:44:16.788+00
1656,12,2025,5,2,3,52.11,0.0091,37,0,2.90,3.06,0.0000,1,1,2026-05-01 12:44:16.788+00
1657,1,2023,8,6,2,71.02,,78,0,2.29,3.20,0.0000,0,0,2026-05-01 12:44:16.788+00
1658,2,2022,9,7,2,62.26,,88,0,2.75,2.18,,0,0,2026-05-01 12:44:16.788+00
1659,3,2024,5,3,2,41.45,,36,0,1.56,4.79,,1,1,2026-05-01 12:44:16.788+00
1660,4,2023,7,4,3,39.98,,51,0,2.53,2.81,,1,1,2026-05-01 12:44:16.788+00
1661,5,2026,6,5,1,57.63,0.0523,2,0,50.00,0.03,0.0000,1,0,2026-05-01 12:44:16.788+00
1662,6,2025,4,1,3,50.60,,43,0,3.80,2.01,0.5000,1,1,2026-05-01 12:44:16.788+00
1663,7,2024,6,4,2,60.20,,50,88,2.42,2.72,,1,1,2026-05-01 12:44:16.788+00
1664,8,2023,8,7,1,51.21,,71,58,1.70,4.00,,1,0,2026-05-01 12:44:16.788+00
1665,9,2023,8,5,3,55.27,,76,144,2.11,3.84,,1,1,2026-05-01 12:44:16.788+00
1666,10,2025,4,1,3,61.30,,25,0,3.93,1.82,,1,1,2026-05-01 12:44:16.788+00
1667,11,2023,6,4,2,52.52,,53,0,2.26,3.10,0.0000,1,1,2026-05-01 12:44:16.788+00
1668,12,2023,6,4,2,46.27,,43,40,3.15,3.22,,1,1,2026-05-01 12:44:16.788+00
1669,1,2022,8,6,2,48.02,,88,84,3.64,1.96,,1,0,2026-05-01 12:44:16.788+00
1670,2,2025,6,3,3,69.31,,54,0,2.33,3.81,0.0000,0,1,2026-05-01 12:44:16.788+00
1671,3,2022,7,7,0,53.02,0.0654,64,0,3.59,1.88,0.0000,1,0,2026-05-01 12:44:16.788+00
1672,4,2025,7,7,0,77.39,,54,37,3.55,3.96,,0,0,2026-05-01 12:44:16.788+00
1673,5,2026,5,4,1,60.35,0.0692,3,0,31.50,0.09,0.0000,1,0,2026-05-01 12:44:16.788+00
1674,6,2025,7,6,1,56.13,0.0579,64,0,4.19,2.25,0.0000,1,0,2026-05-01 12:44:16.788+00
1675,7,2023,10,6,4,59.64,,83,129,3.23,2.20,,1,1,2026-05-01 12:44:16.788+00
1676,8,2024,8,6,2,65.43,,61,35,2.23,3.58,0.0000,0,0,2026-05-01 12:44:16.788+00
1677,9,2022,7,5,2,62.83,,66,0,1.82,3.89,,0,0,2026-05-01 12:44:16.788+00
1678,10,2025,4,4,0,66.84,,37,0,1.86,3.91,0.0000,0,0,2026-05-01 12:44:16.788+00
1679,11,2023,10,7,3,68.29,-0.0226,72,0,5.42,1.26,0.0000,0,1,2026-05-01 12:44:16.788+00
1680,12,2023,7,5,2,55.72,,56,0,3.64,2.51,,1,0,2026-05-01 12:44:16.788+00
1681,1,2025,5,3,2,55.28,,30,54,3.25,3.58,0.4000,1,1,2026-05-01 12:44:16.788+00
1682,2,2022,10,8,2,57.31,,77,0,3.23,2.60,,1,0,2026-05-01 12:44:16.788+00
1683,3,2022,9,6,3,51.24,,67,58,1.53,4.73,,1,1,2026-05-01 12:44:16.788+00
1684,4,2024,7,6,1,65.57,,45,39,2.87,4.03,,0,0,2026-05-01 12:44:16.788+00
1685,5,2026,5,3,2,66.90,-0.0576,2,0,48.00,0.02,0.0000,0,1,2026-05-01 12:44:16.788+00
1686,6,2023,9,5,4,58.48,0.0660,57,0,3.85,1.87,0.0000,1,1,2026-05-01 12:44:16.788+00
1687,7,2026,3,3,0,51.30,-0.0354,2,0,19.50,0.17,0.0000,1,0,2026-05-01 12:44:16.788+00
1688,8,2022,8,7,1,80.42,0.0096,60,0,2.98,2.04,0.0000,0,0,2026-05-01 12:44:16.788+00
1689,9,2025,4,2,2,53.36,,30,28,2.06,4.66,,1,1,2026-05-01 12:44:16.788+00
1690,10,2025,4,3,1,61.90,0.0066,26,0,3.20,2.11,0.0000,1,0,2026-05-01 12:44:16.788+00
1691,11,2024,8,6,2,64.93,,76,0,2.15,3.75,0.0000,0,0,2026-05-01 12:44:16.788+00
1692,12,2022,9,7,2,55.21,,60,0,2.63,3.02,,1,0,2026-05-01 12:44:16.788+00
1693,1,2024,7,6,1,76.02,0.0086,61,0,4.06,1.63,0.0000,0,0,2026-05-01 12:44:16.788+00
1694,2,2026,5,4,1,59.43,-0.0075,3,0,43.00,0.10,0.0000,1,0,2026-05-01 12:44:16.788+00
1695,3,2023,6,4,2,40.98,,44,81,1.55,4.88,,1,1,2026-05-01 12:44:16.788+00
1696,4,2026,3,3,0,54.82,-0.0204,3,0,23.50,0.14,0.0000,1,0,2026-05-01 12:44:16.788+00
1697,5,2023,9,6,3,54.82,0.0462,63,0,7.09,1.11,0.0000,1,1,2026-05-01 12:44:16.788+00
1698,6,2025,7,6,1,62.21,0.0576,55,0,3.24,3.26,0.0769,1,0,2026-05-01 12:44:16.788+00
1699,7,2025,5,4,1,51.17,,36,0,2.94,3.66,0.0000,1,0,2026-05-01 12:44:16.788+00
1700,8,2023,6,5,1,56.19,,66,73,2.18,3.10,,1,0,2026-05-01 12:44:16.788+00
1701,9,2026,6,6,0,64.30,0.0134,5,0,66.00,0.09,0.0000,0,0,2026-05-01 12:44:16.788+00
1702,10,2025,6,3,3,46.55,,48,0,1.72,4.29,,1,1,2026-05-01 12:44:16.788+00
